Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24
137,4071,0.149,0.006,0.080,0.059,0.024,0.026,0.045,0.002,0.004,0.066,0.058,0.067,0.036,0.066,0.043,0.043,0.039,0.024,0.007,0.026,0.031,0.029,0.005,0.049
138,4275,0.142,0.014,0.001,0.043,0.005,0.013,0.023,0.068,0.039,0.033,0.073,0.037,0.043,0.073,0.023,0.034,0.047,0.029,0.018,0.038,0.020,0.004,0.006,0.015
139,14130,0.143,0.020,0.001,0.050,0.010,0.046,0.023,0.042,0.075,0.031,0.021,0.024,0.049,0.070,0.028,0.034,0.037,0.033,0.021,0.009,0.014,0.019,0.001,0.033
140,5306,0.130,0.000,0.041,0.014,0.025,0.016,0.014,0.009,0.020,0.011,0.042,0.076,0.017,0.148,0.040,0.034,0.026,0.047,0.022,0.019,0.040,0.012,0.019,0.033
141,5492,0.132,0.017,0.082,0.077,0.057,0.008,0.016,0.077,0.072,0.012,0.026,0.005,0.026,0.024,0.046,0.036,0.026,0.038,0.019,0.025,0.018,0.009,0.007,0.009
142,4469,0.119,0.066,0.037,0.072,0.072,0.077,0.059,0.042,0.010,0.024,0.056,0.081,0.017,0.051,0.033,0.035,0.048,0.030,0.036,0.016,0.017,0.000,0.000,0.000
143,6312,0.118,0.070,0.030,0.067,0.050,0.030,0.061,0.014,0.059,0.006,0.058,0.058,0.040,0.032,0.021,0.037,0.041,0.035,0.013,0.022,0.033,0.032,0.033,0.039
144,4247,0.113,0.014,0.049,0.003,0.073,0.065,0.027,0.014,0.034,0.030,0.011,0.034,0.049,0.025,0.031,0.024,0.040,0.020,0.008,0.019,0.043,0.000,0.034,0.020
145,3703,0.108,0.081,0.080,0.082,0.040,0.061,0.036,0.058,0.080,0.007,0.048,0.004,0.043,0.112,0.022,0.035,0.043,0.042,0.019,0.000,0.000,0.000,0.000,0.000
146,4053,0.123,0.073,0.048,0.067,0.015,0.031,0.082,0.082,0.061,0.062,0.068,0.035,0.026,0.063,0.045,0.049,0.035,0.027,0.004,0.002,0.000,0.000,0.000,0.000
147,6923,0.127,0.071,0.042,0.065,0.050,0.082,0.042,0.010,0.078,0.054,0.035,0.002,0.020,0.049,0.026,0.041,0.032,0.047,0.002,0.042,0.017,0.027,0.006,0.010
148,11050,0.140,0.034,0.029,0.041,0.067,0.076,0.007,0.022,0.064,0.005,0.042,0.062,0.025,0.033,0.044,0.027,0.042,0.049,0.002,0.042,0.024,0.016,0.010,0.011
149,3827,0.105,0.047,0.025,0.065,0.012,0.022,0.045,0.055,0.010,0.054,0.032,0.047,0.065,0.016,0.036,0.047,0.043,0.028,0.001,0.028,0.047,0.002,0.017,0.034
150,10562,0.127,0.043,0.033,0.052,0.080,0.002,0.044,0.033,0.015,0.009,0.045,0.062,0.032,0.201,0.024,0.031,0.032,0.035,0.021,0.016,0.034,0.003,0.006,0.019
151,7656,0.132,0.026,0.079,0.016,0.059,0.020,0.029,0.070,0.064,0.053,0.082,0.053,0.055,0.049,0.049,0.045,0.044,0.030,0.001,0.036,0.007,0.000,0.000,0.000
152,5061,0.102,0.067,0.011,0.077,0.081,0.032,0.019,0.061,0.067,0.003,0.010,0.078,0.021,0.028,0.033,0.034,0.032,0.036,0.006,0.009,0.022,0.032,0.037,0.017
153,3275,0.103,0.078,0.008,0.022,0.066,0.000,0.034,0.019,0.052,0.017,0.007,0.009,0.072,0.036,0.036,0.034,0.035,0.047,0.002,0.009,0.043,0.043,0.046,0.003
154,4368,0.101,0.049,0.025,0.030,0.067,0.010,0.022,0.035,0.067,0.019,0.081,0.000,0.012,0.150,0.027,0.024,0.028,0.034,0.024,0.002,0.022,0.006,0.025,0.003
155,2719,0.140,0.071,0.029,0.030,0.056,0.074,0.051,0.064,0.001,0.041,0.068,0.024,0.074,0.171,0.036,0.029,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000
156,3054,0.141,0.038,0.056,0.013,0.049,0.078,0.068,0.015,0.022,0.011,0.016,0.040,0.032,0.055,0.020,0.041,0.034,0.046,0.009,0.033,0.014,0.024,0.041,0.034
157,3754,0.119,0.024,0.007,0.004,0.031,0.035,0.070,0.068,0.030,0.050,0.070,0.039,0.060,0.076,0.041,0.023,0.030,0.040,0.010,0.031,0.028,0.046,0.011,0.046
158,3934,0.101,0.074,0.042,0.030,0.081,0.048,0.023,0.038,0.072,0.078,0.013,0.037,0.000,0.034,0.048,0.031,0.048,0.044,0.002,0.010,0.043,0.009,0.004,0.049
159,3311,0.133,0.077,0.008,0.005,0.046,0.045,0.074,0.060,0.058,0.068,0.046,0.001,0.033,0.061,0.027,0.041,0.026,0.043,0.000,0.044,0.039,0.041,0.023,0.000
160,3255,0.144,0.074,0.012,0.056,0.045,0.007,0.081,0.024,0.006,0.008,0.043,0.074,0.080,0.016,0.028,0.046,0.031,0.045,0.045,0.029,0.026,0.014,0.027,0.000
161,5669,0.121,0.075,0.004,0.054,0.019,0.056,0.076,0.003,0.011,0.035,0.062,0.052,0.009,0.038,0.044,0.030,0.041,0.046,0.016,0.025,0.003,0.001,0.008,0.026
162,3089,0.148,0.042,0.077,0.022,0.079,0.005,0.045,0.070,0.039,0.011,0.034,0.039,0.006,0.004,0.044,0.047,0.042,0.037,0.050,0.023,0.012,0.005,0.016,0.040
163,6269,0.118,0.026,0.018,0.053,0.065,0.028,0.065,0.020,0.014,0.057,0.026,0.059,0.083,0.177,0.046,0.041,0.049,0.033,0.008,0.015,0.000,0.000,0.000,0.000
164,3401,0.135,0.016,0.017,0.009,0.052,0.003,0.074,0.071,0.024,0.058,0.050,0.043,0.055,0.010,0.036,0.035,0.020,0.030,0.042,0.049,0.018,0.029,0.048,0.028
165,4357,0.141,0.030,0.006,0.077,0.012,0.029,0.083,0.032,0.040,0.057,0.044,0.043,0.026,0.121,0.036,0.042,0.027,0.037,0.011,0.002,0.039,0.004,0.034,0.026
166,4958,0.105,0.054,0.068,0.005,0.076,0.054,0.049,0.024,0.008,0.045,0.038,0.039,0.046,0.101,0.024,0.037,0.028,0.025,0.030,0.010,0.031,0.015,0.017,0.002
167,5311,0.116,0.026,0.037,0.038,0.025,0.024,0.044,0.032,0.008,0.001,0.003,0.056,0.080,0.017,0.031,0.023,0.049,0.040,0.041,0.028,0.048,0.045,0.016,0.016
168,4862,0.119,0.024,0.062,0.073,0.066,0.042,0.073,0.080,0.052,0.064,0.059,0.003,0.040,0.091,0.031,0.043,0.046,0.032,0.000,0.000,0.000,0.000,0.000,0.000
169,3814,0.140,0.047,0.024,0.043,0.033,0.032,0.048,0.077,0.059,0.059,0.031,0.064,0.020,0.057,0.033,0.040,0.043,0.028,0.008,0.029,0.042,0.014,0.012,0.016
170,3047,0.129,0.078,0.048,0.055,0.028,0.004,0.068,0.061,0.016,0.067,0.081,0.006,0.072,0.015,0.036,0.032,0.033,0.047,0.012,0.028,0.021,0.030,0.033,0.000
171,5722,0.130,0.074,0.068,0.045,0.077,0.050,0.066,0.022,0.033,0.057,0.063,0.055,0.007,0.102,0.031,0.023,0.041,0.034,0.010,0.013,0.000,0.000,0.000,0.000
172,3077,0.109,0.061,0.077,0.069,0.027,0.041,0.024,0.009,0.009,0.011,0.018,0.074,0.001,0.011,0.048,0.042,0.027,0.033,0.010,0.007,0.001,0.048,0.025,0.050
173,3651,0.137,0.006,0.031,0.064,0.055,0.044,0.072,0.014,0.079,0.046,0.042,0.014,0.020,0.017,0.035,0.031,0.033,0.039,0.014,0.011,0.046,0.022,0.020,0.023
174,4816,0.150,0.017,0.025,0.078,0.028,0.031,0.015,0.076,0.077,0.016,0.069,0.007,0.066,0.084,0.035,0.037,0.024,0.031,0.038,0.037,0.014,0.014,0.029,0.000
175,2980,0.119,0.029,0.072,0.031,0.065,0.062,0.067,0.034,0.065,0.050,0.019,0.059,0.074,0.068,0.021,0.027,0.042,0.041,0.016,0.020,0.017,0.000,0.000,0.000
176,3166,0.149,0.028,0.076,0.005,0.011,0.015,0.046,0.012,0.029,0.051,0.061,0.016,0.075,0.064,0.050,0.034,0.038,0.037,0.013,0.028,0.034,0.006,0.003,0.041
177,3424,0.103,0.003,0.005,0.050,0.051,0.011,0.043,0.044,0.001,0.004,0.054,0.060,0.019,0.078,0.048,0.040,0.034,0.036,0.017,0.030,0.028,0.013,0.015,0.048
178,4285,0.141,0.069,0.022,0.021,0.007,0.078,0.021,0.052,0.008,0.017,0.062,0.011,0.000,0.019,0.048,0.035,0.045,0.044,0.033,0.010,0.002,0.022,0.021,0.042
179,4626,0.125,0.080,0.072,0.059,0.034,0.041,0.059,0.023,0.035,0.047,0.014,0.081,0.022,0.079,0.033,0.021,0.049,0.046,0.017,0.043,0.018,0.000,0.000,0.000
180,4176,0.123,0.022,0.020,0.047,0.082,0.021,0.073,0.064,0.007,0.078,0.007,0.071,0.059,0.038,0.049,0.033,0.033,0.047,0.026,0.032,0.017,0.033,0.005,0.012
181,3110,0.141,0.010,0.070,0.022,0.006,0.014,0.023,0.001,0.060,0.051,0.010,0.005,0.072,0.015,0.040,0.049,0.034,0.034,0.018,0.007,0.022,0.012,0.006,0.005
182,3294,0.144,0.054,0.001,0.042,0.027,0.063,0.012,0.041,0.032,0.011,0.008,0.038,0.033,0.057,0.038,0.046,0.039,0.043,0.028,0.050,0.044,0.038,0.041,0.026
183,5619,0.107,0.060,0.056,0.030,0.047,0.020,0.080,0.040,0.039,0.018,0.078,0.057,0.043,0.076,0.047,0.050,0.043,0.026,0.022,0.047,0.017,0.000,0.000,0.000
184,4340,0.135,0.005,0.038,0.031,0.038,0.055,0.045,0.033,0.035,0.001,0.078,0.014,0.009,0.034,0.022,0.024,0.029,0.027,0.011,0.008,0.030,0.028,0.012,0.039
185,5020,0.130,0.050,0.046,0.071,0.080,0.066,0.018,0.006,0.002,0.032,0.014,0.056,0.073,0.235,0.039,0.024,0.044,0.014,0.000,0.000,0.000,0.000,0.000,0.000
186,4113,0.145,0.076,0.048,0.032,0.016,0.049,0.041,0.016,0.062,0.047,0.067,0.061,0.006,0.044,0.044,0.039,0.028,0.021,0.039,0.039,0.033,0.025,0.023,0.000
187,4018,0.101,0.020,0.006,0.054,0.004,0.061,0.059,0.058,0.002,0.053,0.016,0.014,0.027,0.011,0.021,0.036,0.048,0.049,0.042,0.019,0.016,0.042,0.040,0.047
188,2765,0.107,0.035,0.003,0.013,0.013,0.014,0.037,0.004,0.019,0.020,0.070,0.029,0.005,0.031,0.030,0.047,0.040,0.025,0.035,0.046,0.039,0.005,0.003,0.034
189,2861,0.111,0.074,0.000,0.051,0.004,0.068,0.032,0.067,0.003,0.078,0.001,0.003,0.017,0.142,0.026,0.049,0.022,0.048,0.029,0.027,0.043,0.037,0.046,0.023
190,6248,0.111,0.032,0.035,0.047,0.039,0.032,0.015,0.003,0.047,0.056,0.061,0.012,0.074,0.030,0.041,0.042,0.042,0.046,0.021,0.024,0.034,0.009,0.018,0.015
191,7121,0.144,0.049,0.013,0.036,0.073,0.052,0.049,0.010,0.048,0.077,0.008,0.029,0.039,0.093,0.035,0.027,0.036,0.030,0.023,0.040,0.044,0.046,0.000,0.000
192,8534,0.147,0.080,0.083,0.033,0.047,0.029,0.060,0.073,0.011,0.071,0.042,0.065,0.015,0.022,0.027,0.048,0.041,0.029,0.013,0.001,0.047,0.011,0.007,0.000
193,3940,0.143,0.019,0.074,0.009,0.075,0.042,0.026,0.048,0.054,0.010,0.042,0.039,0.030,0.177,0.035,0.034,0.049,0.029,0.020,0.010,0.023,0.011,0.000,0.000
194,3293,0.132,0.081,0.060,0.061,0.051,0.075,0.043,0.002,0.074,0.060,0.045,0.064,0.050,0.095,0.029,0.029,0.025,0.023,0.001,0.000,0.000,0.000,0.000,0.000
195,3771,0.108,0.044,0.000,0.042,0.040,0.015,0.062,0.009,0.027,0.020,0.040,0.043,0.079,0.064,0.032,0.037,0.049,0.048,0.008,0.039,0.022,0.022,0.009,0.028
196,4209,0.126,0.012,0.077,0.047,0.081,0.061,0.003,0.041,0.055,0.023,0.069,0.009,0.037,0.092,0.021,0.032,0.045,0.039,0.039,0.014,0.025,0.011,0.041,0.000
197,6110,0.121,0.000,0.045,0.001,0.046,0.077,0.038,0.019,0.018,0.045,0.040,0.071,0.012,0.056,0.040,0.026,0.025,0.030,0.002,0.014,0.045,0.016,0.023,0.048
198,6099,0.104,0.009,0.062,0.041,0.076,0.062,0.017,0.020,0.039,0.035,0.043,0.001,0.037,0.009,0.046,0.034,0.028,0.050,0.038,0.014,0.038,0.038,0.007,0.015
199,8523,0.141,0.072,0.074,0.073,0.051,0.043,0.057,0.001,0.033,0.067,0.027,0.014,0.056,0.033,0.020,0.020,0.041,0.039,0.007,0.005,0.049,0.024,0.018,0.013
200,4782,0.131,0.072,0.002,0.056,0.038,0.064,0.021,0.046,0.028,0.046,0.018,0.065,0.005,0.207,0.030,0.043,0.026,0.029,0.003,0.032,0.016,0.023,0.000,0.000
201,3569,0.137,0.041,0.018,0.053,0.018,0.071,0.041,0.028,0.041,0.079,0.027,0.027,0.046,0.108,0.041,0.027,0.025,0.039,0.023,0.008,0.028,0.019,0.035,0.000
202,3346,0.144,0.073,0.062,0.016,0.035,0.000,0.032,0.002,0.019,0.037,0.023,0.047,0.041,0.034,0.044,0.045,0.023,0.026,0.005,0.040,0.031,0.008,0.028,0.016
203,3132,0.103,0.074,0.009,0.037,0.064,0.078,0.010,0.031,0.083,0.065,0.012,0.058,0.052,0.043,0.031,0.026,0.047,0.021,0.040,0.027,0.010,0.011,0.011,0.018
204,6259,0.126,0.009,0.026,0.018,0.017,0.068,0.062,0.013,0.037,0.020,0.015,0.057,0.060,0.011,0.043,0.038,0.024,0.044,0.006,0.018,0.026,0.045,0.026,0.010
205,4418,0.100,0.024,0.068,0.036,0.051,0.068,0.049,0.043,0.069,0.018,0.033,0.070,0.070,0.040,0.048,0.044,0.046,0.036,0.010,0.032,0.042,0.003,0.000,0.000
206,17038,0.148,0.081,0.043,0.082,0.079,0.062,0.063,0.035,0.017,0.044,0.058,0.065,0.046,0.038,0.044,0.024,0.036,0.035,0.000,0.000,0.000,0.000,0.000,0.000
207,7525,0.122,0.008,0.003,0.040,0.067,0.013,0.058,0.082,0.050,0.072,0.018,0.052,0.041,0.016,0.037,0.049,0.035,0.037,0.002,0.037,0.034,0.041,0.039,0.025
208,4101,0.106,0.040,0.069,0.072,0.004,0.019,0.073,0.034,0.082,0.070,0.028,0.032,0.008,0.055,0.022,0.029,0.049,0.020,0.007,0.008,0.041,0.028,0.020,0.011
209,5507,0.104,0.002,0.012,0.021,0.076,0.033,0.075,0.014,0.048,0.063,0.071,0.043,0.074,0.043,0.033,0.020,0.030,0.027,0.018,0.044,0.013,0.000,0.029,0.037
210,5606,0.143,0.076,0.010,0.035,0.039,0.019,0.057,0.038,0.083,0.063,0.046,0.023,0.048,0.050,0.046,0.029,0.038,0.039,0.029,0.003,0.030,0.015,0.027,0.000
211,6811,0.136,0.080,0.067,0.060,0.040,0.070,0.005,0.071,0.065,0.007,0.061,0.081,0.001,0.121,0.028,0.038,0.044,0.026,0.000,0.000,0.000,0.000,0.000,0.000
212,4922,0.138,0.013,0.045,0.005,0.064,0.027,0.064,0.051,0.008,0.062,0.039,0.030,0.067,0.013,0.030,0.034,0.031,0.029,0.006,0.040,0.009,0.040,0.001,0.004
213,4504,0.125,0.070,0.009,0.047,0.020,0.059,0.004,0.025,0.014,0.078,0.081,0.044,0.080,0.045,0.039,0.045,0.020,0.039,0.034,0.015,0.013,0.016,0.050,0.021
214,3022,0.103,0.002,0.035,0.074,0.075,0.020,0.070,0.043,0.002,0.049,0.023,0.029,0.049,0.023,0.050,0.030,0.026,0.038,0.046,0.025,0.030,0.009,0.023,0.030
215,7730,0.122,0.001,0.074,0.040,0.023,0.029,0.030,0.005,0.042,0.021,0.057,0.064,0.018,0.005,0.024,0.034,0.030,0.024,0.048,0.001,0.022,0.034,0.010,0.020
216,3354,0.114,0.040,0.021,0.041,0.051,0.046,0.051,0.077,0.047,0.064,0.017,0.003,0.013,0.052,0.022,0.029,0.039,0.041,0.003,0.046,0.027,0.010,0.016,0.014
217,3445,0.148,0.035,0.046,0.068,0.029,0.017,0.082,0.067,0.024,0.025,0.032,0.051,0.016,0.059,0.030,0.030,0.037,0.036,0.040,0.002,0.026,0.002,0.004,0.008
218,3162,0.140,0.047,0.083,0.059,0.075,0.040,0.023,0.078,0.044,0.038,0.060,0.081,0.062,0.018,0.041,0.047,0.043,0.020,0.000,0.000,0.000,0.000,0.000,0.000
219,4369,0.121,0.063,0.055,0.003,0.060,0.025,0.005,0.022,0.052,0.058,0.003,0.001,0.067,0.065,0.028,0.024,0.029,0.033,0.027,0.009,0.009,0.039,0.022,0.034
220,4150,0.118,0.029,0.007,0.043,0.047,0.054,0.046,0.065,0.048,0.041,0.080,0.053,0.077,0.044,0.043,0.048,0.041,0.021,0.050,0.016,0.027,0.000,0.000,0.000
221,4349,0.117,0.022,0.083,0.012,0.038,0.020,0.029,0.039,0.035,0.061,0.019,0.005,0.077,0.055,0.025,0.042,0.029,0.047,0.046,0.031,0.025,0.044,0.006,0.001
222,3001,0.107,0.041,0.066,0.050,0.033,0.028,0.056,0.039,0.070,0.057,0.043,0.037,0.028,0.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
223,6740,0.122,0.008,0.055,0.040,0.033,0.049,0.068,0.068,0.082,0.058,0.080,0.006,0.057,0.062,0.024,0.029,0.035,0.049,0.029,0.019,0.027,0.000,0.000,0.000
224,4768,0.107,0.026,0.013,0.029,0.047,0.015,0.050,0.028,0.061,0.047,0.072,0.072,0.057,0.029,0.038,0.043,0.049,0.036,0.014,0.033,0.040,0.038,0.038,0.000
225,4703,0.111,0.047,0.031,0.006,0.018,0.007,0.049,0.025,0.059,0.006,0.078,0.008,0.042,0.091,0.040,0.022,0.041,0.044,0.026,0.025,0.011,0.045,0.028,0.002
226,4576,0.145,0.072,0.021,0.063,0.041,0.046,0.058,0.075,0.051,0.007,0.045,0.054,0.009,0.047,0.039,0.021,0.039,0.045,0.010,0.008,0.034,0.034,0.035,0.000
227,4689,0.145,0.004,0.071,0.045,0.049,0.038,0.052,0.069,0.053,0.011,0.034,0.041,0.003,0.096,0.032,0.027,0.048,0.035,0.024,0.021,0.025,0.004,0.035,0.038
228,3540,0.131,0.015,0.043,0.007,0.067,0.007,0.046,0.052,0.047,0.032,0.021,0.071,0.057,0.066,0.043,0.032,0.040,0.048,0.032,0.040,0.026,0.043,0.034,0.000
229,3523,0.131,0.003,0.002,0.028,0.020,0.052,0.064,0.043,0.078,0.029,0.080,0.046,0.060,0.072,0.031,0.049,0.033,0.040,0.044,0.026,0.002,0.009,0.018,0.040
230,4284,0.125,0.060,0.070,0.062,0.064,0.075,0.002,0.071,0.003,0.032,0.012,0.031,0.018,0.014,0.047,0.030,0.049,0.024,0.017,0.009,0.030,0.002,0.029,0.040
231,2906,0.113,0.006,0.001,0.018,0.034,0.034,0.002,0.070,0.049,0.041,0.012,0.016,0.057,0.047,0.025,0.021,0.036,0.048,0.023,0.023,0.005,0.009,0.043,0.013
232,5020,0.133,0.016,0.028,0.046,0.010,0.061,0.030,0.074,0.054,0.083,0.044,0.081,0.073,0.060,0.046,0.027,0.036,0.029,0.006,0.030,0.010,0.009,0.017,0.000
233,3112,0.116,0.017,0.062,0.016,0.072,0.017,0.032,0.012,0.083,0.035,0.026,0.068,0.026,0.152,0.041,0.042,0.035,0.030,0.048,0.017,0.019,0.010,0.025,0.000
234,6774,0.129,0.057,0.016,0.004,0.022,0.040,0.003,0.006,0.049,0.006,0.028,0.058,0.016,0.065,0.041,0.024,0.040,0.045,0.035,0.001,0.037,0.050,0.016,0.047
235,3534,0.132,0.045,0.040,0.067,0.034,0.043,0.058,0.039,0.041,0.004,0.000,0.046,0.049,0.027,0.046,0.029,0.035,0.034,0.012,0.008,0.046,0.021,0.048,0.026
236,4342,0.114,0.054,0.040,0.047,0.036,0.076,0.021,0.020,0.083,0.021,0.038,0.018,0.040,0.107,0.050,0.040,0.038,0.025,0.007,0.012,0.007,0.025,0.014,0.045
237,2953,0.145,0.008,0.015,0.027,0.070,0.009,0.061,0.072,0.035,0.057,0.042,0.022,0.082,0.037,0.041,0.041,0.027,0.044,0.023,0.018,0.035,0.049,0.000,0.000
238,4217,0.111,0.068,0.020,0.040,0.054,0.078,0.076,0.016,0.048,0.042,0.038,0.035,0.071,0.031,0.021,0.044,0.032,0.022,0.004,0.031,0.039,0.010,0.039,0.000
239,5574,0.115,0.006,0.056,0.027,0.036,0.000,0.065,0.075,0.058,0.063,0.045,0.032,0.024,0.018,0.040,0.048,0.042,0.027,0.038,0.025,0.007,0.001,0.001,0.020
240,8703,0.124,0.045,0.058,0.043,0.012,0.028,0.054,0.014,0.026,0.048,0.048,0.064,0.080,0.057,0.037,0.047,0.048,0.039,0.002,0.012,0.033,0.037,0.001,0.033
241,9035,0.112,0.043,0.037,0.031,0.017,0.079,0.066,0.005,0.025,0.039,0.024,0.033,0.053,0.019,0.037,0.034,0.030,0.030,0.046,0.035,0.017,0.002,0.034,0.017
242,6105,0.149,0.005,0.066,0.069,0.053,0.035,0.004,0.074,0.002,0.060,0.079,0.065,0.032,0.071,0.034,0.028,0.045,0.029,0.044,0.028,0.018,0.003,0.000,0.000
243,3133,0.141,0.071,0.056,0.014,0.044,0.050,0.067,0.030,0.030,0.018,0.013,0.001,0.068,0.039,0.047,0.022,0.031,0.049,0.002,0.043,0.009,0.039,0.014,0.008
244,3215,0.148,0.065,0.038,0.066,0.073,0.034,0.022,0.016,0.074,0.056,0.006,0.080,0.061,0.030,0.026,0.033,0.030,0.029,0.028,0.034,0.020,0.031,0.000,0.000
245,3618,0.114,0.054,0.065,0.078,0.050,0.040,0.070,0.070,0.064,0.021,0.008,0.079,0.015,0.029,0.029,0.043,0.044,0.033,0.027,0.006,0.038,0.024,0.000,0.000
246,10270,0.115,0.072,0.038,0.006,0.053,0.067,0.007,0.079,0.029,0.060,0.076,0.000,0.082,0.011,0.031,0.024,0.045,0.026,0.047,0.038,0.004,0.032,0.018,0.041
247,5299,0.128,0.042,0.032,0.015,0.027,0.001,0.075,0.065,0.028,0.075,0.010,0.065,0.072,0.132,0.038,0.040,0.037,0.027,0.028,0.035,0.001,0.014,0.012,0.000
248,3667,0.141,0.021,0.046,0.080,0.061,0.069,0.065,0.070,0.069,0.049,0.066,0.022,0.019,0.129,0.047,0.036,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000
249,4161,0.121,0.006,0.009,0.051,0.024,0.045,0.064,0.083,0.045,0.016,0.008,0.062,0.070,0.178,0.024,0.047,0.025,0.023,0.024,0.026,0.034,0.016,0.000,0.000
250,2765,0.106,0.046,0.006,0.054,0.051,0.056,0.019,0.033,0.031,0.038,0.033,0.063,0.047,0.160,0.023,0.043,0.047,0.047,0.038,0.035,0.003,0.023,0.000,0.000
251,3832,0.102,0.074,0.035,0.045,0.022,0.040,0.014,0.056,0.030,0.061,0.009,0.056,0.065,0.018,0.045,0.032,0.021,0.031,0.039,0.013,0.038,0.029,0.028,0.025
252,3157,0.104,0.007,0.040,0.041,0.053,0.037,0.056,0.059,0.042,0.012,0.081,0.052,0.075,0.048,0.022,0.045,0.024,0.047,0.011,0.021,0.045,0.029,0.022,0.028
253,3562,0.137,0.037,0.047,0.072,0.015,0.040,0.078,0.057,0.027,0.049,0.047,0.009,0.002,0.072,0.023,0.049,0.035,0.029,0.027,0.020,0.035,0.047,0.025,0.019
254,3674,0.146,0.070,0.027,0.010,0.054,0.001,0.028,0.049,0.003,0.026,0.028,0.009,0.080,0.019,0.031,0.025,0.047,0.047,0.028,0.016,0.010,0.049,0.039,0.023
255,2758,0.135,0.081,0.012,0.002,0.053,0.077,0.023,0.077,0.026,0.012,0.018,0.061,0.081,0.119,0.041,0.026,0.022,0.045,0.008,0.030,0.039,0.012,0.000,0.000
256,4005,0.122,0.060,0.014,0.031,0.074,0.060,0.037,0.033,0.022,0.014,0.031,0.083,0.059,0.208,0.026,0.041,0.048,0.034,0.003,0.000,0.000,0.000,0.000,0.000
257,4987,0.146,0.019,0.008,0.068,0.082,0.059,0.051,0.081,0.014,0.001,0.008,0.067,0.074,0.010,0.049,0.030,0.037,0.033,0.011,0.010,0.025,0.015,0.030,0.001
258,24574,0.142,0.010,0.071,0.062,0.022,0.066,0.023,0.034,0.012,0.028,0.060,0.026,0.015,0.034,0.038,0.026,0.050,0.033,0.009,0.050,0.001,0.050,0.019,0.043
259,3259,0.118,0.056,0.022,0.042,0.039,0.038,0.003,0.023,0.022,0.069,0.081,0.036,0.045,0.078,0.028,0.050,0.030,0.032,0.048,0.016,0.009,0.043,0.041,0.000
260,2814,0.117,0.076,0.078,0.076,0.002,0.026,0.083,0.077,0.014,0.067,0.030,0.003,0.050,0.015,0.035,0.034,0.043,0.047,0.020,0.047,0.048,0.012,0.000,0.000
261,3304,0.148,0.065,0.003,0.017,0.045,0.052,0.077,0.066,0.026,0.008,0.021,0.079,0.071,0.039,0.021,0.040,0.030,0.027,0.002,0.037,0.020,0.034,0.009,0.003
262,5810,0.144,0.011,0.068,0.051,0.046,0.026,0.000,0.040,0.064,0.005,0.077,0.072,0.024,0.069,0.030,0.048,0.021,0.038,0.034,0.007,0.036,0.017,0.045,0.023
263,7040,0.122,0.062,0.062,0.037,0.082,0.055,0.036,0.006,0.007,0.005,0.041,0.031,0.020,0.057,0.031,0.044,0.043,0.026,0.026,0.013,0.026,0.024,0.004,0.039
264,2851,0.137,0.073,0.072,0.046,0.026,0.002,0.038,0.006,0.062,0.014,0.017,0.063,0.032,0.039,0.039,0.033,0.036,0.040,0.039,0.001,0.021,0.019,0.021,0.012
265,4570,0.121,0.031,0.064,0.004,0.006,0.073,0.066,0.029,0.066,0.047,0.057,0.030,0.048,0.151,0.034,0.038,0.028,0.027,0.027,0.005,0.030,0.017,0.000,0.000
266,2808,0.124,0.077,0.073,0.042,0.007,0.012,0.075,0.029,0.076,0.055,0.063,0.050,0.078,0.094,0.023,0.043,0.045,0.034,0.000,0.000,0.000,0.000,0.000,0.000
267,3733,0.147,0.052,0.025,0.074,0.050,0.052,0.059,0.048,0.064,0.002,0.002,0.008,0.051,0.101,0.045,0.040,0.028,0.037,0.007,0.022,0.015,0.011,0.041,0.021
268,3545,0.103,0.059,0.047,0.081,0.064,0.028,0.037,0.061,0.047,0.081,0.075,0.040,0.061,0.055,0.037,0.021,0.022,0.023,0.017,0.019,0.019,0.004,0.000,0.000
269,3131,0.140,0.051,0.060,0.064,0.073,0.057,0.060,0.055,0.062,0.061,0.010,0.083,0.047,0.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
270,3557,0.103,0.008,0.018,0.014,0.002,0.006,0.083,0.031,0.037,0.043,0.079,0.065,0.077,0.066,0.024,0.025,0.021,0.037,0.034,0.025,0.041,0.027,0.005,0.029
271,5229,0.133,0.061,0.006,0.073,0.007,0.036,0.050,0.018,0.027,0.004,0.002,0.014,0.030,0.049,0.036,0.043,0.029,0.030,0.007,0.032,0.021,0.032,0.028,0.017
272,5161,0.104,0.004,0.080,0.017,0.025,0.067,0.081,0.044,0.027,0.078,0.010,0.025,0.006,0.039,0.023,0.041,0.046,0.047,0.023,0.042,0.046,0.044,0.023,0.028
273,6072,0.125,0.071,0.079,0.000,0.015,0.025,0.017,0.033,0.027,0.065,0.049,0.030,0.036,0.013,0.044,0.042,0.023,0.047,0.004,0.027,0.048,0.009,0.022,0.032
