Item#,Price,Beginning_of_Season,Weekend,Event_Length,Morning,Branded,Color_Popularity,ConcurrentEvents,Number_Competing_Styles_in_Event,Relative_Price_of_Competing_Styles,Num_Branded_Events12,Brand_MSRP_Index,Bottoms,Tops,Dresses,Demand,,,,
293,30.0,1,0,2,1,1,0.20,2,29,1.11,4,0.76,0,0,1,12010,,,,
294,26.0,1,0,2,1,1,0.08,3,12,0.62,6,1.18,0,1,0,7009,,,,
295,27.0,1,0,2,1,1,0.31,3,2,1.00,6,1.15,1,0,0,4001,,,,
296,27.0,0,0,3,1,1,0.08,1,15,0.89,1,1.31,1,0,0,4266,,,,
297,28.0,1,1,2,1,1,0.08,2,7,0.72,6,1.32,0,0,1,5279,,,,
298,27.0,1,0,3,1,1,0.08,1,20,1.43,4,1.45,0,0,0,6073,,,,
299,28.0,0,0,2,1,1,0.11,5,6,1.02,7,0.43,0,1,0,4567,,,,
300,32.0,0,0,2,1,1,0.11,3,36,1.97,5,0.64,0,1,0,3862,,,,
301,34.0,0,0,2,1,1,0.08,2,25,0.88,0,0.66,0,0,1,3790,,,,
302,30.0,0,0,2,1,1,0.31,1,29,1.19,4,0.76,0,0,1,4407,,,,
303,29.0,0,0,2,0,1,0.31,3,41,1.23,6,0.51,0,0,1,5940,,,,
304,28.0,1,0,2,1,1,0.02,2,19,0.85,4,0.70,0,1,0,5675,,,,
305,31.0,0,0,2,1,1,0.31,2,19,1.58,6,1.44,0,1,0,3238,,,,
306,26.0,0,1,3,1,0,0.03,3,8,0.77,0,0.50,1,0,0,6365,,,,
307,31.0,1,0,2,1,1,0.08,1,15,0.81,0,1.31,0,1,0,3327,,,,
308,28.0,0,0,3,1,1,0.11,1,23,1.06,11,1.03,0,0,1,10950,,,,
309,36.0,0,0,2,1,1,0.02,2,3,1.28,0,2.34,0,0,0,2795,,,,
310,30.0,0,0,2,1,1,0.20,4,44,0.92,5,1.03,0,0,1,7121,,,,
311,30.0,0,0,2,1,1,0.11,3,29,0.83,2,0.67,0,1,0,4427,,,,
312,30.0,1,0,2,1,1,0.20,2,1,1.00,4,0.53,1,0,0,4386,,,,
313,27.0,0,0,2,1,1,0.06,1,12,0.78,2,1.68,0,0,1,5032,,,,
314,30.0,1,0,2,1,1,0.31,1,20,0.80,2,1.03,0,0,1,6472,,,,
315,30.0,1,1,2,1,1,0.20,2,21,0.89,2,1.84,0,0,1,4076,,,,
316,27.0,0,0,2,1,1,0.20,4,5,0.77,5,1.12,0,0,0,6039,,,,
317,27.0,0,0,2,1,1,0.31,1,29,0.95,4,0.76,0,0,1,8621,,,,
318,30.0,0,1,2,1,1,0.03,2,20,1.01,4,0.82,0,1,0,5766,,,,
319,28.0,0,0,2,1,1,0.08,5,14,0.59,1,0.98,0,1,0,4510,,,,
320,40.0,0,0,3,1,1,0.04,2,63,0.92,4,1.83,0,0,1,3951,,,,
321,31.0,1,1,2,1,1,0.20,2,7,0.97,6,1.32,0,0,1,2893,,,,
322,34.0,0,0,2,1,0,0.11,1,30,1.31,0,1.02,0,1,0,3225,,,,
323,26.0,1,0,2,1,1,0.03,4,13,0.96,3,0.46,0,1,0,6288,,,,
324,27.0,1,1,2,1,1,0.20,1,2,1.00,3,0.53,0,0,0,6769,,,,
325,27.0,0,0,2,1,1,0.31,1,59,1.41,6,0.64,0,1,0,3987,,,,
326,38.0,1,1,2,1,1,0.07,2,6,1.09,6,2.36,0,1,0,3364,,,,
327,33.0,0,0,3,1,0,0.20,3,3,0.46,0,0.53,0,0,1,3641,,,,
328,36.0,1,1,2,1,0,0.02,1,27,1.13,0,0.98,0,1,0,3269,,,,
329,29.0,0,1,2,1,1,0.03,2,14,0.69,1,0.92,0,1,0,5391,,,,
330,30.0,0,0,3,0,1,0.03,4,47,0.86,8,0.51,0,0,1,15830,,,,
331,32.0,0,1,2,1,0,0.31,1,35,1.05,0,1.57,0,0,1,3225,,,,
332,29.0,1,0,2,1,1,0.31,2,1,1.00,0,1.00,1,0,0,5888,,,,
333,31.0,1,0,2,1,1,0.31,4,36,1.33,1,1.68,0,1,0,3328,,,,
334,27.0,0,0,2,1,1,0.20,4,44,0.92,5,1.03,0,0,1,4381,,,,
335,27.0,0,1,2,1,0,0.20,2,4,0.67,0,0.55,1,0,0,8931,,,,
336,29.0,0,0,2,1,1,0.31,2,47,1.00,5,1.20,0,0,1,4902,,,,
337,28.0,0,0,4,1,1,0.31,3,10,0.80,1,1.09,0,1,0,6251,,,,
338,26.0,1,0,2,1,1,0.20,2,13,1.10,3,1.20,0,0,1,4224,,,,
339,30.0,1,0,2,1,1,0.31,4,7,1.06,1,2.58,0,1,0,4826,,,,
340,37.0,1,0,2,1,1,0.07,2,2,1.00,0,1.00,0,0,0,3474,,,,
341,26.0,0,0,3,1,0,0.31,5,11,1.25,0,0.88,0,1,0,5592,,,,
342,40.0,0,0,3,1,1,0.20,4,6,1.07,0,0.33,1,0,0,3070,,,,
343,28.0,0,0,2,1,1,0.31,3,33,0.93,5,1.20,0,0,1,4510,,,,
344,29.0,1,0,2,1,1,0.07,2,2,1.00,4,0.86,0,0,0,4425,,,,
345,27.0,0,1,3,1,0,0.31,3,11,1.13,0,1.49,0,1,0,4606,,,,
346,40.0,0,0,2,1,1,0.20,1,2,1.00,2,5.47,0,1,0,3041,,,,
347,29.0,1,0,2,1,1,0.31,1,29,0.81,3,0.76,0,0,1,4067,,,,
348,33.0,0,0,2,1,1,0.06,1,28,1.32,1,0.82,0,1,0,3558,,,,
349,31.0,0,1,2,1,1,0.03,2,13,1.00,0,1.51,0,0,1,2798,,,,
350,27.0,1,1,2,1,1,0.04,3,3,0.83,2,1.12,0,1,0,4850,,,,
351,40.0,0,0,2,1,1,0.11,4,5,0.90,5,1.12,0,0,0,3879,,,,
352,28.0,0,0,4,1,1,0.07,3,14,0.93,1,1.26,0,1,0,10011,,,,
353,29.0,0,0,2,1,1,0.01,1,28,1.06,1,0.82,0,1,0,4496,,,,
354,26.0,0,0,3,1,1,0.07,3,18,0.92,3,0.52,0,1,0,4616,,,,
355,39.0,0,0,3,1,1,0.08,1,13,1.57,1,1.82,0,0,0,2702,,,,
356,35.0,0,1,2,1,0,0.20,2,6,1.00,0,1.09,0,0,1,2779,,,,
357,36.0,0,0,2,1,0,0.03,1,4,0.53,0,0.89,0,0,1,2921,,,,
358,32.0,0,0,2,1,1,0.31,3,26,1.42,5,0.54,0,0,1,3896,,,,
359,27.0,0,1,3,1,0,0.07,3,3,1.09,0,0.73,0,0,0,4456,,,,
360,30.0,1,0,2,1,1,0.02,3,12,1.34,1,1.68,0,1,0,4913,,,,
361,30.0,0,0,2,0,1,0.03,3,41,0.82,6,0.51,0,0,1,4817,,,,
362,37.0,0,0,2,1,1,0.20,1,13,1.00,1,0.98,0,1,0,3165,,,,
363,34.0,0,0,2,1,1,0.02,5,34,0.49,1,1.68,0,1,0,3954,,,,
364,35.0,1,0,2,1,1,0.20,1,8,1.07,0,0.71,0,1,0,2955,,,,
365,39.0,0,0,2,1,1,0.31,1,25,1.10,0,2.07,0,1,0,3831,,,,
366,31.0,0,0,2,1,1,0.07,3,6,1.24,3,2.04,0,0,0,2758,,,,
367,30.0,0,0,2,1,1,0.03,2,35,0.76,5,0.82,0,1,0,4336,,,,
368,30.0,0,0,2,1,1,0.31,2,38,1.24,4,0.76,0,0,1,6049,,,,
369,39.0,0,0,3,1,0,0.31,1,8,0.95,0,1.04,0,1,0,3741,,,,
370,30.0,0,0,2,1,1,0.11,1,23,1.03,6,0.64,0,1,0,7517,,,,
371,28.0,0,0,3,0,1,0.31,4,56,0.76,5,0.87,0,1,0,6589,,,,
372,35.0,0,0,2,1,1,0.04,2,16,0.89,3,0.85,0,0,1,3501,,,,
373,36.0,0,0,2,1,1,0.04,2,11,0.89,1,1.72,1,0,0,3176,,,,
374,30.0,0,1,3,1,1,0.31,2,47,1.20,1,0.92,0,1,0,6129,,,,
375,39.0,0,0,2,1,1,0.02,2,23,1.12,3,0.61,0,0,1,3578,,,,
376,30.0,0,0,2,1,1,0.20,4,25,1.40,2,0.88,0,1,0,5523,,,,
377,33.0,0,0,2,1,1,0.31,2,18,0.65,5,1.04,0,1,0,3573,,,,
378,37.0,1,0,2,1,1,0.07,2,2,0.70,0,1.69,1,0,0,2868,,,,
379,29.0,0,0,3,1,1,0.31,3,11,0.96,4,1.48,0,1,0,4113,,,,
380,31.0,0,0,2,1,1,0.02,1,25,1.28,0,2.07,0,1,0,3606,,,,
381,30.0,0,0,2,1,1,0.06,1,12,0.96,2,1.68,0,0,1,4108,,,,
382,28.0,1,0,2,1,1,0.31,2,9,0.68,2,1.21,0,1,0,4400,,,,
383,27.0,0,0,3,1,1,0.06,4,12,1.05,5,1.24,0,1,0,4525,,,,
384,28.0,0,0,2,1,1,0.31,5,27,0.91,7,0.51,0,0,1,6911,,,,
385,33.0,0,0,2,1,1,0.06,4,3,0.90,5,1.44,0,1,0,3318,,,,
386,33.0,0,0,2,1,0,0.31,3,5,0.71,0,0.76,0,0,1,3520,,,,
387,29.0,1,1,2,1,1,0.31,3,22,0.92,1,0.61,0,0,1,7925,,,,
388,32.0,0,0,2,1,1,0.31,3,6,1.00,5,1.05,0,1,0,3230,,,,
389,39.0,0,1,2,1,1,0.20,2,20,1.14,2,1.14,0,0,1,3511,,,,
390,31.0,0,0,3,1,0,0.01,1,4,0.65,0,0.64,0,0,1,3296,,,,
391,27.0,0,1,3,1,1,0.31,2,47,1.20,1,0.92,0,1,0,6687,,,,
392,38.0,0,0,2,1,0,0.31,3,51,1.17,0,1.39,0,0,1,3327,,,,
393,28.0,0,1,2,1,0,0.07,2,3,1.73,0,1.83,0,0,0,4756,,,,
394,28.0,1,0,2,1,1,0.31,2,7,1.11,3,0.77,0,1,0,4470,,,,
395,27.0,0,0,2,1,1,0.03,3,32,0.16,3,1.85,0,0,1,10221,,,,
396,26.0,0,0,2,1,1,0.04,2,7,1.00,6,0.78,1,0,0,8471,,,,
397,37.0,1,1,2,1,1,0.31,1,4,1.11,3,0.48,0,1,0,3746,,,,
398,28.0,1,1,2,1,1,0.31,2,14,1.13,4,0.87,0,1,0,6531,,,,
399,31.0,0,0,3,1,1,0.01,2,15,1.01,3,1.45,1,0,0,2858,,,,
400,26.0,0,0,2,1,1,0.31,3,36,0.85,5,0.64,0,1,0,5670,,,,
401,26.0,0,0,2,1,1,0.31,1,59,1.05,6,0.64,0,1,0,6899,,,,
402,27.0,0,0,3,0,1,0.31,4,5,1.11,5,0.66,0,0,0,5540,,,,
403,31.0,1,0,2,1,1,0.20,1,1,1.00,0,0.78,0,0,0,3526,,,,
404,33.0,0,0,3,0,0,0.06,5,18,0.55,0,1.49,0,0,1,3944,,,,
405,31.0,0,0,3,1,1,0.11,4,6,0.96,0,0.33,1,0,0,3584,,,,
406,39.0,0,0,3,1,1,0.31,1,17,1.21,1,1.44,0,0,1,3492,,,,
407,26.0,0,0,4,1,1,0.03,3,10,1.20,1,1.09,0,1,0,4246,,,,
408,29.0,1,0,3,0,0,0.11,2,5,0.96,0,0.81,0,0,1,4050,,,,
409,36.0,0,1,2,1,0,0.31,2,4,1.04,0,0.60,0,1,0,3616,,,,
410,26.0,1,1,2,1,1,0.20,2,19,0.87,2,0.82,0,1,0,4936,,,,
411,32.0,1,1,2,1,1,0.11,2,5,1.54,6,1.62,1,0,0,2915,,,,
412,32.0,0,0,2,1,1,0.02,1,44,0.95,2,0.87,0,1,0,3275,,,,
413,27.0,0,0,2,1,1,0.11,4,44,1.39,5,1.03,0,0,1,4793,,,,
414,29.0,0,1,2,1,1,0.20,2,20,1.29,4,0.82,0,1,0,4610,,,,
415,27.0,1,1,2,1,1,0.07,1,2,1.00,3,0.86,0,1,0,4603,,,,
416,31.0,0,0,3,1,1,0.31,2,5,1.03,3,1.49,0,1,0,3424,,,,
417,34.0,0,0,2,1,1,0.08,3,32,1.40,3,1.85,0,0,1,3010,,,,
418,38.0,1,1,2,1,1,0.03,1,1,1.00,1,0.69,1,0,0,3523,,,,
419,27.0,1,0,2,1,1,0.11,4,38,0.88,4,0.82,0,1,0,4634,,,,
420,30.0,1,1,2,1,1,0.11,3,29,0.94,3,0.61,0,0,1,5291,,,,
421,29.0,0,0,2,1,1,0.08,2,35,0.52,5,0.82,0,1,0,5150,,,,
422,35.0,0,1,2,1,0,0.31,1,6,1.00,0,1.05,0,1,0,3081,,,,
423,26.0,0,0,2,1,1,0.31,3,3,1.13,4,0.59,0,1,0,4662,,,,
424,29.0,0,0,1,1,0,0.31,3,6,0.97,0,0.81,0,1,0,4166,,,,
425,31.0,1,0,2,1,1,0.03,2,12,1.13,3,1.55,0,1,0,3611,,,,
426,27.0,1,0,2,1,1,0.20,1,1,1.00,1,1.86,1,0,0,5660,,,,
427,32.0,1,0,2,0,0,0.31,2,14,1.06,0,0.90,0,1,0,3758,,,,
428,40.0,1,1,2,1,0,0.07,2,25,1.50,0,1.20,0,0,1,2823,,,,
429,37.0,1,0,2,1,1,0.20,2,4,1.14,3,0.78,1,0,0,3043,,,,
430,30.0,0,0,2,1,0,0.02,4,6,0.83,0,0.78,0,1,0,3975,,,,
431,38.0,0,0,2,1,0,0.07,2,47,1.13,0,1.38,0,0,1,3688,,,,
432,30.0,0,0,3,0,1,0.31,4,47,1.07,8,0.51,0,0,1,15136,,,,
433,27.0,0,0,2,1,1,0.20,4,44,0.92,5,1.03,0,0,1,4130,,,,
434,26.0,0,1,2,1,0,0.20,2,4,0.89,0,0.55,1,0,0,4913,,,,
435,31.0,0,0,3,1,0,0.02,3,7,2.64,0,1.70,0,0,1,3804,,,,
436,30.0,1,0,2,1,1,0.11,2,41,1.21,8,0.51,0,0,1,4765,,,,
437,33.0,0,0,2,1,1,0.20,5,45,0.77,4,1.20,0,0,1,3353,,,,
438,26.0,1,0,2,1,1,0.07,3,1,1.00,0,0.93,1,0,0,4692,,,,
439,29.0,0,0,2,1,1,0.06,2,7,1.39,0,2.84,0,1,0,4257,,,,
440,28.0,0,1,3,1,1,0.06,2,47,1.00,1,0.92,0,1,0,6951,,,,
441,28.0,0,0,2,1,1,0.08,1,28,1.06,1,0.82,0,1,0,5397,,,,
442,27.0,1,0,2,1,0,0.04,1,1,1.00,0,0.51,0,0,1,6820,,,,
443,40.0,1,0,2,1,1,0.08,2,15,1.42,2,0.77,0,1,0,3028,,,,
444,26.0,0,0,2,1,1,0.07,2,13,0.61,0,1.37,0,1,0,5382,,,,
445,35.0,0,0,3,0,0,0.31,5,4,1.52,0,2.84,1,0,0,2832,,,,
446,37.0,0,0,3,0,1,0.20,1,15,1.54,5,0.56,1,0,0,3823,,,,
447,33.0,0,0,2,1,0,0.11,1,55,0.82,0,0.85,0,0,1,3218,,,,
448,34.0,1,1,2,1,0,0.31,1,11,1.12,0,0.61,0,0,1,3632,,,,
449,30.0,0,0,3,1,1,0.31,3,13,0.87,2,0.52,0,1,0,7623,,,,
450,39.0,0,0,1,1,1,0.07,3,29,1.24,0,1.31,0,0,1,3522,,,,
451,26.0,0,1,3,1,1,0.20,2,47,0.80,1,0.92,0,1,0,7123,,,,
452,34.0,0,0,2,1,1,0.20,3,3,1.00,0,0.83,1,0,0,3025,,,,
453,28.0,0,0,2,1,1,0.31,3,6,1.13,6,0.78,1,0,0,9067,,,,
454,26.0,1,0,2,1,1,0.31,2,3,1.00,1,1.42,0,1,0,4493,,,,
455,27.0,0,0,2,1,1,0.07,2,6,0.89,10,1.12,0,0,0,5570,,,,
456,27.0,0,0,2,1,1,0.31,2,7,0.90,0,2.84,0,1,0,4595,,,,
457,28.0,0,1,2,1,0,0.20,2,2,1.03,0,1.69,0,0,1,4285,,,,
458,27.0,0,0,3,1,1,0.03,4,12,0.95,5,1.24,0,1,0,4474,,,,
459,26.0,0,0,2,1,1,0.11,5,40,0.81,5,0.64,0,1,0,4766,,,,
460,26.0,1,0,3,1,1,0.31,2,48,1.27,10,1.03,0,0,1,9133,,,,
461,27.0,0,0,3,1,1,0.06,2,63,0.92,4,1.83,0,0,1,6008,,,,
462,28.0,0,0,2,1,1,0.20,3,54,1.22,5,0.64,0,1,0,5168,,,,
463,29.0,1,0,2,1,1,0.08,2,9,1.27,0,0.27,1,0,0,5935,,,,
464,33.0,0,0,4,1,1,0.31,3,9,1.00,1,1.02,0,0,1,3127,,,,
465,37.0,0,0,2,1,1,0.31,5,34,1.88,1,1.68,0,1,0,2986,,,,
466,34.0,1,0,2,1,1,0.08,2,31,0.56,1,1.59,0,0,1,3159,,,,
467,29.0,1,0,2,1,1,0.03,4,36,0.82,1,1.68,0,1,0,5334,,,,
468,34.0,0,0,2,1,1,0.08,3,6,0.98,0,1.91,0,0,1,3786,,,,
469,29.0,0,0,2,1,0,0.01,1,26,0.92,0,1.31,0,1,0,5093,,,,
470,30.0,0,0,2,1,1,0.31,2,6,1.06,1,0.61,1,0,0,4301,,,,
471,36.0,0,0,1,1,1,0.02,3,29,0.76,0,1.31,0,0,1,3210,,,,
472,28.0,0,0,2,1,1,0.08,2,21,0.98,1,1.36,0,0,1,4067,,,,
473,31.0,1,0,2,1,1,0.08,2,43,0.76,7,1.03,0,0,1,3818,,,,
474,26.0,0,0,3,1,1,0.07,3,19,0.93,2,0.55,0,0,1,6157,,,,
475,35.0,0,0,2,1,0,0.31,4,4,0.41,0,0.39,0,1,0,3535,,,,
476,28.0,0,0,2,1,1,0.07,1,44,1.90,2,0.87,0,1,0,4392,,,,
477,30.0,0,0,2,1,1,0.08,2,72,0.65,6,1.03,0,0,1,5556,,,,
478,30.0,0,0,2,1,1,0.06,3,27,0.99,3,1.84,0,0,1,4618,,,,
479,28.0,0,0,3,0,1,0.11,4,47,0.86,8,0.51,0,0,1,10484,,,,
480,32.0,0,0,2,1,0,0.08,1,58,1.03,0,0.99,0,0,0,3028,,,,
481,29.0,0,0,3,0,0,0.31,5,20,0.96,0,1.88,0,0,1,9586,,,,
482,30.0,1,0,2,1,1,0.20,1,16,1.15,1,1.84,0,0,1,4623,,,,
483,32.0,1,0,2,1,1,0.20,4,5,0.82,1,2.24,1,0,0,3492,,,,
484,29.0,1,0,2,1,1,0.20,2,40,0.73,4,1.20,0,0,1,5546,,,,
485,40.0,1,1,2,1,0,0.02,1,27,1.29,0,0.98,0,1,0,3724,,,,
486,40.0,0,0,2,1,1,0.04,1,29,0.90,3,1.94,0,0,1,3830,,,,
487,38.0,0,0,2,1,1,0.31,5,14,0.94,1,0.98,0,1,0,3788,,,,
488,26.0,0,1,2,1,1,0.11,1,3,0.94,2,0.37,0,0,0,6869,,,,
489,33.0,1,0,2,1,1,0.31,4,4,1.16,1,2.70,0,0,0,2939,,,,
490,34.0,0,0,2,1,1,0.20,1,2,1.20,0,0.71,1,0,0,3064,,,,
491,38.0,0,1,3,1,0,0.20,3,8,1.07,0,0.80,1,0,0,3577,,,,
492,32.0,0,0,2,1,0,0.20,2,19,1.17,0,1.78,0,0,1,3251,,,,
493,33.0,0,0,2,1,0,0.11,4,4,0.97,0,0.49,1,0,0,3315,,,,
494,29.0,1,0,2,1,1,0.06,2,30,0.90,3,1.21,0,1,0,4341,,,,
495,27.0,1,1,2,1,1,0.08,1,25,0.44,1,0.87,0,1,0,8089,,,,
496,33.0,0,0,2,1,1,0.31,2,13,0.87,0,1.68,0,0,0,2916,,,,
497,28.0,0,0,2,1,1,0.11,5,40,1.13,5,0.64,0,1,0,5914,,,,
498,39.0,1,1,2,1,0,0.20,2,27,0.93,0,0.76,0,0,1,3953,,,,
499,33.0,0,0,2,1,0,0.11,3,2,1.00,0,1.05,0,1,0,3393,,,,
500,26.0,0,0,2,1,1,0.07,3,10,0.83,6,1.18,0,1,0,8032,,,,
501,38.0,0,0,2,1,1,0.20,3,32,1.67,3,0.76,0,0,1,3758,,,,
502,30.0,1,1,2,1,0,0.11,1,8,1.04,0,1.45,0,1,0,4074,,,,
503,28.0,0,0,2,1,1,0.31,2,19,1.27,6,1.44,0,1,0,6010,,,,
504,33.0,1,0,2,1,1,0.03,1,21,1.12,0,1.21,0,0,1,3212,,,,
505,29.0,1,0,2,1,1,0.20,3,11,0.91,6,0.89,0,0,1,10698,,,,
506,34.0,0,0,3,0,0,0.31,3,7,1.28,0,1.20,0,0,1,3984,,,,
507,31.0,1,0,2,1,1,0.11,2,21,0.99,0,1.31,0,0,1,3462,,,,
508,27.0,1,0,2,1,1,0.31,1,7,1.16,3,0.89,0,1,0,7094,,,,
509,37.0,0,0,3,1,1,0.31,3,25,0.95,3,0.92,0,1,0,3106,,,,
510,29.0,0,0,2,1,0,0.06,2,22,1.05,0,0.62,0,0,1,5923,,,,
511,27.0,0,0,2,1,1,0.31,3,10,1.25,6,1.18,0,1,0,9558,,,,
512,29.0,0,0,2,0,1,0.11,3,41,0.82,6,0.51,0,0,1,6739,,,,
513,28.0,0,0,2,1,1,0.31,3,26,0.88,5,0.54,0,0,1,4225,,,,
514,34.0,1,0,2,1,1,0.31,3,8,0.97,3,1.11,0,0,1,3511,,,,
515,35.0,1,0,3,1,1,0.08,2,3,1.17,0,2.10,0,1,0,2864,,,,
516,29.0,0,0,2,1,1,0.31,2,28,1.27,4,1.20,0,0,1,4312,,,,
517,26.0,0,0,2,1,1,0.03,3,22,0.95,2,0.88,0,1,0,4334,,,,
518,37.0,0,0,2,1,1,0.31,2,1,1.00,2,0.70,0,1,0,3802,,,,
519,29.0,0,0,3,1,1,0.07,4,30,1.07,5,1.21,1,0,0,7857,,,,
520,29.0,1,0,2,1,1,0.20,2,54,0.79,8,1.03,0,0,1,6892,,,,
521,30.0,1,0,2,1,1,0.20,1,20,0.92,1,1.19,0,0,1,6219,,,,
522,28.0,0,0,2,1,1,0.20,2,21,0.98,1,1.36,0,0,1,6700,,,,
523,28.0,1,0,2,1,1,0.31,2,41,0.80,8,0.51,0,0,1,7210,,,,
524,28.0,1,0,3,1,1,0.31,2,31,0.83,5,0.76,0,0,1,4017,,,,
525,34.0,0,0,3,0,1,0.20,3,7,0.86,3,4.18,0,0,1,3217,,,,
526,29.0,0,0,2,1,1,0.07,1,4,0.40,1,0.58,1,0,0,8834,,,,
527,27.0,1,0,2,1,1,0.07,2,3,1.00,0,0.26,0,1,0,7900,,,,
528,26.0,0,1,2,1,1,0.04,2,23,1.04,3,1.73,0,0,1,6124,,,,
529,29.0,1,0,2,1,1,0.31,2,14,1.05,2,0.85,0,0,1,4727,,,,
530,29.0,1,0,2,1,1,0.31,2,22,0.77,4,0.89,0,1,0,7571,,,,
531,31.0,0,0,2,1,1,0.04,5,27,0.91,7,0.51,0,0,1,3069,,,,
532,38.0,0,0,2,1,1,0.07,3,14,1.11,0,1.00,0,0,1,3779,,,,
533,32.0,0,1,2,1,0,0.20,2,8,0.77,0,1.55,0,1,0,3163,,,,
534,30.0,0,0,2,1,1,0.20,2,23,0.80,3,0.61,0,0,1,4815,,,,
535,35.0,0,0,2,1,1,0.31,3,3,1.00,1,2.84,0,1,0,3186,,,,
536,26.0,0,0,3,1,0,0.20,3,2,0.53,0,0.56,1,0,0,3953,,,,
537,40.0,1,0,2,1,1,0.07,2,3,1.04,7,1.15,0,1,0,3177,,,,
538,32.0,0,0,2,1,1,0.03,5,16,0.90,4,1.04,0,1,0,3950,,,,
539,29.0,0,0,2,1,1,0.11,3,5,0.94,4,0.56,1,0,0,4633,,,,
540,28.0,0,0,2,1,1,0.01,5,40,0.81,5,0.64,0,1,0,7433,,,,
541,30.0,0,1,2,1,0,0.31,1,22,1.26,0,1.21,0,0,1,5310,,,,
542,30.0,0,0,2,1,1,0.20,1,23,1.24,6,0.64,0,1,0,5143,,,,
543,27.0,0,0,2,1,1,0.31,2,13,1.42,0,1.68,0,0,0,4729,,,,
544,31.0,0,0,2,1,0,0.04,3,55,1.78,0,1.20,0,0,1,3225,,,,
545,26.0,0,1,2,1,0,0.20,1,15,0.88,0,0.66,0,1,0,4084,,,,
546,31.0,1,0,2,1,1,0.31,1,53,0.76,6,0.64,0,1,0,3677,,,,
547,26.0,0,0,3,0,1,0.31,4,47,1.29,8,0.51,0,0,1,6882,,,,
548,28.0,0,0,4,1,1,0.31,3,7,0.94,1,1.30,0,1,0,8068,,,,
549,39.0,0,0,2,1,1,0.03,2,5,1.09,0,1.44,1,0,0,3301,,,,
550,40.0,0,1,2,1,0,0.20,1,15,1.14,0,0.66,0,1,0,3447,,,,
551,28.0,0,1,3,1,0,0.07,3,5,1.09,0,0.80,0,0,0,4384,,,,
552,26.0,1,0,2,1,1,0.31,3,12,1.24,6,1.18,0,1,0,4458,,,,
553,27.0,0,0,3,1,1,0.31,3,16,1.42,2,0.92,0,1,0,7090,,,,
554,26.0,0,0,3,1,1,0.04,3,20,0.89,3,0.55,0,0,1,4886,,,,
555,30.0,0,1,2,1,0,0.08,2,16,1.11,0,0.66,0,0,1,5252,,,,
556,27.0,1,0,3,1,1,0.31,1,21,0.92,4,1.36,0,0,1,8719,,,,
557,27.0,0,0,2,1,1,0.31,3,54,0.68,5,0.64,0,1,0,5548,,,,
558,35.0,0,0,2,1,1,0.11,2,7,1.02,1,1.58,0,1,0,3971,,,,
559,29.0,0,0,2,1,1,0.31,1,9,1.32,4,0.89,0,1,0,9220,,,,
560,39.0,1,0,2,0,0,0.03,2,10,1.18,0,1.03,0,0,1,2811,,,,
561,38.0,0,0,2,1,1,0.31,3,7,0.96,0,1.71,0,0,0,3441,,,,
562,30.0,0,0,2,1,1,0.02,2,58,1.16,0,1.70,0,0,1,4034,,,,
563,29.0,1,0,2,1,1,0.20,3,16,0.60,0,1.38,0,0,0,11159,,,,
564,33.0,0,0,2,1,1,0.02,2,38,1.55,4,0.76,0,0,1,3091,,,,
565,29.0,0,0,2,1,1,0.20,1,17,0.87,2,4.18,0,0,1,4474,,,,
566,40.0,0,0,2,1,1,0.20,1,1,1.00,2,4.48,0,1,0,3503,,,,
567,40.0,0,0,2,1,0,0.07,1,58,1.34,0,1.38,0,0,0,2687,,,,
568,34.0,0,0,2,1,1,0.20,1,29,0.95,4,0.76,0,0,1,3747,,,,
569,40.0,0,0,2,1,1,0.08,2,2,1.07,1,1.56,0,1,0,3492,,,,
570,26.0,0,0,2,1,0,0.20,1,8,0.85,0,0.52,0,1,0,7566,,,,
571,38.0,0,0,2,1,1,0.03,2,9,1.05,2,1.31,0,1,0,3070,,,,
572,34.0,1,0,2,1,1,0.31,2,21,0.66,0,1.31,0,0,1,3318,,,,
573,31.0,0,0,3,0,0,0.03,4,27,1.04,0,0.69,0,1,0,3081,,,,
574,27.0,1,0,2,1,1,0.20,2,14,0.93,2,0.85,0,0,1,4034,,,,
575,28.0,0,0,3,1,1,0.07,3,16,0.85,2,0.92,0,1,0,4128,,,,
576,30.0,0,0,3,1,1,0.03,2,10,0.99,4,1.55,0,1,0,4260,,,,
577,27.0,0,0,2,1,1,0.31,1,29,0.72,4,0.76,0,0,1,10012,,,,
578,27.0,1,0,2,1,1,0.20,1,5,0.79,3,4.18,0,0,1,4202,,,,
579,38.0,0,0,2,1,1,0.08,3,38,0.86,2,1.94,0,0,1,2905,,,,
580,39.0,0,0,2,1,0,0.31,1,6,0.96,0,0.96,0,0,0,3285,,,,
581,28.0,0,0,2,1,1,0.31,2,7,1.15,0,2.03,1,0,0,4114,,,,
582,35.0,1,0,2,1,0,0.20,2,34,1.13,0,1.38,0,0,0,2959,,,,
583,27.0,1,0,2,1,1,0.11,2,9,1.23,0,0.26,0,1,0,10506,,,,
584,30.0,0,0,3,1,1,0.04,3,13,1.04,2,0.52,0,1,0,6618,,,,
585,26.0,0,0,2,1,1,0.31,3,7,0.93,2,0.75,0,0,1,5709,,,,
586,39.0,0,0,3,0,1,0.11,4,47,1.29,8,0.51,0,0,1,3288,,,,
587,27.0,0,0,2,1,1,0.31,3,8,0.93,4,0.89,0,1,0,4754,,,,
